ep_m1_public_data.fid--6d42ff34_183da88450c_595c,689003054,French Polynesia,Society Islands,Society Islands,Eastern Indo-Pacific,Society Islands,FP8,Passe Avapehi,-16.73,-151.05,7/8/2009,5,RLS,,,,,1,1,Chordata,Actinopterygii,Beryciformes,Holocentridae,Myripristis earlei,Myripristis earlei,20,1,303.4169,POINT (-151.0500030517578 -16.729999542236328)
ep_m1_public_data.fid--6d42ff34_183da88450c_595d,689003054,French Polynesia,Society Islands,Society Islands,Eastern Indo-Pacific,Society Islands,FP8,Passe Avapehi,-16.73,-151.05,7/8/2009,5,RLS,,,,,1,1,Chordata,Actinopterygii,Beryciformes,Holocentridae,Myripristis kuntee,Myripristis kuntee,15,160,22755.123,POINT (-151.0500030517578 -16.729999542236328)
ep_m1_public_data.fid--6d42ff34_183da88450c_595e,689003054,French Polynesia,Society Islands,Society Islands,Eastern Indo-Pacific,Society Islands,FP8,Passe Avapehi,-16.73,-151.05,7/8/2009,5,RLS,,,,,1,1,Chordata,Actinopterygii,Beryciformes,Holocentridae,Sargocentron caudimaculatum,Sargocentron caudimaculatum,15,2,222.1231,POINT (-151.0500030517578 -16.729999542236328)
ep_m1_public_data.fid--6d42ff34_183da88450c_595f,689003054,French Polynesia,Society Islands,Society Islands,Eastern Indo-Pacific,Society Islands,FP8,Passe Avapehi,-16.73,-151.05,7/8/2009,5,RLS,,,,,1,1,Chordata,Actinopterygii,Perciformes,Acanthuridae,Acanthurus nigricans,Acanthurus nigricans,10,1,30.6864,POINT (-151.0500030517578 -16.729999542236328)
ep_m1_public_data.fid--6d42ff34_183da88450c_5960,689003054,French Polynesia,Society Islands,Society Islands,Eastern Indo-Pacific,Society Islands,FP8,Passe Avapehi,-16.73,-151.05,7/8/2009,5,RLS,,,,,1,1,Chordata,Actinopterygii,Perciformes,Acanthuridae,Acanthurus nigricans,Acanthurus nigricans,15,2,231.848,POINT (-151.0500030517578 -16.729999542236328)
ep_m1_public_data.fid--6d42ff34_183da88450c_5961,689003054,French Polynesia,Society Islands,Society Islands,Eastern Indo-Pacific,Society Islands,FP8,Passe Avapehi,-16.73,-151.05,7/8/2009,5,RLS,,,,,1,1,Chordata,Actinopterygii,Perciformes,Acanthuridae,Acanthurus nigrofuscus,Acanthurus nigrofuscus,7.5,4,47.8032,POINT (-151.0500030517578 -16.729999542236328)
ep_m1_public_data.fid--6d42ff34_183da88450c_5962,689003054,French Polynesia,Society Islands,Society Islands,Eastern Indo-Pacific,Society Islands,FP8,Passe Avapehi,-16.73,-151.05,7/8/2009,5,RLS,,,,,1,1,Chordata,Actinopterygii,Perciformes,Acanthuridae,Acanthurus nigrofuscus,Acanthurus nigrofuscus,10,13,398.9234,POINT (-151.0500030517578 -16.729999542236328)
ep_m1_public_data.fid--6d42ff34_183da88450c_5963,689003054,French Polynesia,Society Islands,Society Islands,Eastern Indo-Pacific,Society Islands,FP8,Passe Avapehi,-16.73,-151.05,7/8/2009,5,RLS,,,,,1,1,Chordata,Actinopterygii,Perciformes,Acanthuridae,Acanthurus pyroferus,Acanthurus pyroferus,12.5,3,168.6244,POINT (-151.0500030517578 -16.729999542236328)
ep_m1_public_data.fid--6d42ff34_183da88450c_5964,689003054,French Polynesia,Society Islands,Society Islands,Eastern Indo-Pacific,Society Islands,FP8,Passe Avapehi,-16.73,-151.05,7/8/2009,5,RLS,,,,,1,1,Chordata,Actinopterygii,Perciformes,Acanthuridae,Acanthurus pyroferus,Acanthurus pyroferus,15,2,196.2131,POINT (-151.0500030517578 -16.729999542236328)
ep_m1_public_data.fid--6d42ff34_183da88450c_5965,689003054,French Polynesia,Society Islands,Society Islands,Eastern Indo-Pacific,Society Islands,FP8,Passe Avapehi,-16.73,-151.05,7/8/2009,5,RLS,,,,,1,1,Chordata,Actinopterygii,Perciformes,Acanthuridae,Acanthurus pyroferus,Acanthurus pyroferus,20,6,1294.9829,POINT (-151.0500030517578 -16.729999542236328)
ep_m1_public_data.fid--6d42ff34_183da88450c_5966,689003054,French Polynesia,Society Islands,Society Islands,Eastern Indo-Pacific,Society Islands,FP8,Passe Avapehi,-16.73,-151.05,7/8/2009,5,RLS,,,,,1,1,Chordata,Actinopterygii,Perciformes,Acanthuridae,Acanthurus pyroferus,Acanthurus pyroferus,25,1,330.9728,POINT (-151.0500030517578 -16.729999542236328)
ep_m1_public_data.fid--6d42ff34_183da88450c_5967,689003054,French Polynesia,Society Islands,Society Islands,Eastern Indo-Pacific,Society Islands,FP8,Passe Avapehi,-16.73,-151.05,7/8/2009,5,RLS,,,,,1,1,Chordata,Actinopterygii,Perciformes,Acanthuridae,Acanthurus thompsoni,Acanthurus thompsoni,7.5,1,15.2153,POINT (-151.0500030517578 -16.729999542236328)
ep_m1_public_data.fid--6d42ff34_183da88450c_5968,689003054,French Polynesia,Society Islands,Society Islands,Eastern Indo-Pacific,Society Islands,FP8,Passe Avapehi,-16.73,-151.05,7/8/2009,5,RLS,,,,,1,1,Chordata,Actinopterygii,Perciformes,Acanthuridae,Ctenochaetus flavicauda,Ctenochaetus flavicauda,5,4,15.5538,POINT (-151.0500030517578 -16.729999542236328)
ep_m1_public_data.fid--6d42ff34_183da88450c_5969,689003054,French Polynesia,Society Islands,Society Islands,Eastern Indo-Pacific,Society Islands,FP8,Passe Avapehi,-16.73,-151.05,7/8/2009,5,RLS,,,,,1,1,Chordata,Actinopterygii,Perciformes,Acanthuridae,Ctenochaetus flavicauda,Ctenochaetus flavicauda,7.5,4,53.072,POINT (-151.0500030517578 -16.729999542236328)
ep_m1_public_data.fid--6d42ff34_183da88450c_596a,689003054,French Polynesia,Society Islands,Society Islands,Eastern Indo-Pacific,Society Islands,FP8,Passe Avapehi,-16.73,-151.05,7/8/2009,5,RLS,,,,,1,1,Chordata,Actinopterygii,Perciformes,Acanthuridae,Ctenochaetus flavicauda,Ctenochaetus flavicauda,10,5,158.4766,POINT (-151.0500030517578 -16.729999542236328)
ep_m1_public_data.fid--6d42ff34_183da88450c_596b,689003054,French Polynesia,Society Islands,Society Islands,Eastern Indo-Pacific,Society Islands,FP8,Passe Avapehi,-16.73,-151.05,7/8/2009,5,RLS,,,,,1,1,Chordata,Actinopterygii,Perciformes,Acanthuridae,Ctenochaetus striatus,Ctenochaetus striatus,7.5,1,12.9815,POINT (-151.0500030517578 -16.729999542236328)
ep_m1_public_data.fid--6d42ff34_183da88450c_596c,689003054,French Polynesia,Society Islands,Society Islands,Eastern Indo-Pacific,Society Islands,FP8,Passe Avapehi,-16.73,-151.05,7/8/2009,5,RLS,,,,,1,1,Chordata,Actinopterygii,Perciformes,Acanthuridae,Ctenochaetus striatus,Ctenochaetus striatus,10,5,156.6686,POINT (-151.0500030517578 -16.729999542236328)
ep_m1_public_data.fid--6d42ff34_183da88450c_596d,689003054,French Polynesia,Society Islands,Society Islands,Eastern Indo-Pacific,Society Islands,FP8,Passe Avapehi,-16.73,-151.05,7/8/2009,5,RLS,,,,,1,1,Chordata,Actinopterygii,Perciformes,Acanthuridae,Ctenochaetus striatus,Ctenochaetus striatus,12.5,15,930.9761,POINT (-151.0500030517578 -16.729999542236328)
ep_m1_public_data.fid--6d42ff34_183da88450c_596e,689003054,French Polynesia,Society Islands,Society Islands,Eastern Indo-Pacific,Society Islands,FP8,Passe Avapehi,-16.73,-151.05,7/8/2009,5,RLS,,,,,1,1,Chordata,Actinopterygii,Perciformes,Acanthuridae,Ctenochaetus striatus,Ctenochaetus striatus,15,15,1627.3116,POINT (-151.0500030517578 -16.729999542236328)
